Shipment_ID,Order_Date,Delivery_Date,Scheduled_Delivery_Date,Origin_City,Destination_City,Distance_KM,Carrier_ID,Vehicle_Type,Shipment_Weight_KG,Shipment_Volume_M3,Priority_Level,Customer_ID,Freight_Cost,Delivery_Status
SHP-00170,2024-07-13,2024-07-19,2024-07-15,Minneapolis,Los Angeles,1779,CAR-007,Van,762.4,2.134,Express,CUST-1157,3780.85,Delayed
SHP-00171,2023-12-10,2023-12-13,2023-12-13,Los Angeles,Denver,1729,CAR-003,Truck,439.75,1.283,Standard,CUST-6038,2474.62,On-Time
SHP-00172,2023-04-17,2023-04-20,2023-04-20,Minneapolis,Cleveland,1590,CAR-004,Cargo Plane,346.44,0.378,Standard,CUST-3332,1182.2,On-Time
SHP-00173,2024-12-29,2025-01-05,2025-01-02,Los Angeles,Washington DC,2090,CAR-004,Van,129.8,0.387,Standard,CUST-7102,1393.42,Delayed
SHP-00174,2024-04-14,2024-04-16,2024-04-15,Seattle,Houston,973,CAR-001,Van,351.8,1.027,Overnight,CUST-7461,1916.85,Delayed
SHP-00175,2023-03-18,2023-03-21,2023-03-21,Cleveland,Minneapolis,1722,CAR-007,Van,175.18,0.381,Standard,CUST-5778,1649.56,On-Time
SHP-00176,2023-09-25,2023-09-27,2023-09-27,Los Angeles,Philadelphia,1905,CAR-004,Semi-Truck,250.21,0.481,Express,CUST-6345,2079.22,On-Time
SHP-00177,2023-11-22,2023-11-25,2023-11-25,Miami,Boston,1959,CAR-002,Van,497.48,0.755,Standard,CUST-2785,2039.86,On-Time
SHP-00178,2023-06-09,2023-06-10,2023-06-10,Philadelphia,Denver,839,CAR-001,Truck,428.85,1.131,Standard,CUST-2978,966.34,On-Time
SHP-00179,2024-07-02,2024-07-03,2024-07-03,Houston,Cleveland,702,CAR-006,Semi-Truck,412.83,0.934,Standard,CUST-2964,667.88,On-Time
SHP-00180,2023-04-03,2023-04-07,2023-04-07,Washington DC,San Francisco,2206,CAR-006,Truck,191.78,0.539,Standard,CUST-1660,1742.03,On-Time
SHP-00181,2023-08-09,2023-08-11,2023-08-10,Los Angeles,Seattle,1120,CAR-003,Truck,265.8,0.476,Express,CUST-6828,1937.82,Delayed
SHP-00182,2024-02-10,2024-02-13,2024-02-13,Atlanta,Miami,1634,CAR-006,Truck,160.64,0.327,Standard,CUST-1509,1295.17,On-Time
SHP-00183,2024-02-19,2024-02-22,2024-02-21,Atlanta,Chicago,1600,CAR-003,Truck,347.67,0.808,Express,CUST-2551,2937.34,Delayed
SHP-00184,2024-04-18,2024-04-22,2024-04-21,Nashville,San Francisco,1569,CAR-002,Semi-Truck,281.85,0.685,Standard,CUST-4641,1244.94,Delayed
SHP-00185,2023-05-14,2023-05-15,2023-05-15,Denver,Chicago,903,CAR-003,Truck,168.28,0.319,Standard,CUST-2376,1007.97,On-Time
SHP-00186,2024-08-19,2024-08-23,2024-08-22,Atlanta,Miami,1634,CAR-004,Semi-Truck,910.34,2.465,Standard,CUST-8265,2034.27,Delayed
SHP-00187,2023-05-12,2023-05-15,2023-05-15,Atlanta,San Francisco,1695,CAR-005,Semi-Truck,377.93,0.382,Standard,CUST-3007,2152.48,On-Time
SHP-00188,2023-02-13,2023-02-14,2023-02-14,Detroit,Minneapolis,947,CAR-007,Van,706.32,1.026,Overnight,CUST-9128,2796.58,On-Time
SHP-00189,2023-01-31,2023-02-01,2023-02-01,Minneapolis,Seattle,401,CAR-008,Truck,266.56,0.485,Standard,CUST-4066,631.8,On-Time
SHP-00190,2023-10-09,2023-10-11,2023-10-10,Nashville,Philadelphia,386,CAR-008,Semi-Truck,296.1,0.792,Standard,CUST-5835,563.87,Delayed
SHP-00191,2024-05-25,2024-05-31,2024-05-29,Detroit,Houston,2247,CAR-008,Truck,315.85,0.457,Standard,CUST-7275,3638.8,Delayed
SHP-00192,2023-05-21,2023-05-22,2023-05-22,Seattle,Boston,835,CAR-003,Truck,364.34,0.991,Standard,CUST-5082,1138.87,On-Time
SHP-00193,2024-10-07,2024-10-10,2024-10-08,Atlanta,Seattle,1336,CAR-003,Truck,112.0,0.327,Overnight,CUST-6883,2581.92,Delayed
SHP-00194,2024-05-06,2024-05-10,2024-05-10,Milwaukee,Boston,2435,CAR-001,Truck,271.9,0.805,Standard,CUST-9231,2353.33,On-Time
SHP-00195,2023-11-26,2023-11-28,2023-11-28,Phoenix,Denver,1412,CAR-007,Van,584.03,0.99,Standard,CUST-5602,1909.69,On-Time
SHP-00196,2023-03-01,2023-03-03,2023-03-03,Los Angeles,Milwaukee,1546,CAR-001,Truck,121.18,0.16,Express,CUST-4813,1655.28,On-Time
SHP-00197,2023-06-13,2023-06-21,2023-06-17,Los Angeles,San Francisco,2041,CAR-004,Truck,119.32,0.226,Standard,CUST-7363,1305.22,Delayed
SHP-00198,2023-12-30,2024-01-01,2023-12-31,San Francisco,Phoenix,881,CAR-001,Cargo Plane,283.67,0.74,Overnight,CUST-6878,1656.01,Delayed
SHP-00199,2024-08-28,2024-08-30,2024-08-30,Houston,Milwaukee,1228,CAR-001,Semi-Truck,249.3,0.403,Standard,CUST-3328,1202.96,On-Time
SHP-00200,2024-07-30,2024-07-31,2024-07-31,San Francisco,Denver,1037,CAR-007,Semi-Truck,1126.51,3.237,Overnight,CUST-3876,3938.69,On-Time
SHP-00201,2024-05-17,2024-05-19,2024-05-19,Atlanta,Cleveland,1482,CAR-001,Van,126.78,0.23,Standard,CUST-1326,1223.17,On-Time
SHP-00202,2024-06-23,2024-06-24,2024-06-24,Detroit,Minneapolis,947,CAR-001,Truck,979.42,1.697,Standard,CUST-3137,1500.52,On-Time
SHP-00203,2023-12-15,2023-12-16,2023-12-16,Seattle,New York,569,CAR-003,Semi-Truck,396.97,0.699,Express,CUST-6301,960.69,On-Time
SHP-00204,2023-03-02,2023-03-03,2023-03-03,Nashville,Denver,346,CAR-003,Truck,128.6,0.165,Standard,CUST-2817,356.63,On-Time
SHP-00205,2024-06-22,2024-06-25,2024-06-25,Minneapolis,Miami,2453,CAR-006,Cargo Plane,94.2,0.151,Express,CUST-7481,2854.97,On-Time
SHP-00206,2024-08-23,2024-08-28,2024-08-27,Washington DC,San Francisco,2206,CAR-002,Truck,180.15,0.324,Standard,CUST-8157,1772.2,Delayed
SHP-00207,2024-10-16,2024-10-17,2024-10-17,Nashville,Seattle,2186,CAR-001,Truck,547.01,0.578,Overnight,CUST-6846,4903.37,On-Time
SHP-00208,2023-08-17,2023-08-18,2023-08-18,Cleveland,Dallas,618,CAR-001,Semi-Truck,429.91,1.275,Express,CUST-5825,992.14,On-Time
SHP-00209,2023-05-11,2023-05-13,2023-05-13,Phoenix,Seattle,1096,CAR-004,Van,158.38,0.446,Standard,CUST-1530,834.94,On-Time
SHP-00210,2023-07-06,2023-07-07,2023-07-07,Chicago,Seattle,1155,CAR-002,Semi-Truck,283.65,0.541,Express,CUST-2705,1235.81,On-Time
SHP-00211,2024-05-23,2024-05-28,2024-05-26,Boston,Los Angeles,1645,CAR-008,Semi-Truck,33.61,0.076,Standard,CUST-3750,2232.73,Delayed
SHP-00212,2024-10-13,2024-10-14,2024-10-14,Miami,Detroit,1491,CAR-001,Van,248.94,0.396,Express,CUST-6500,2008.22,On-Time
SHP-00213,2024-04-02,2024-04-04,2024-04-04,Houston,Atlanta,1070,CAR-002,Van,254.73,0.737,Standard,CUST-2770,902.75,On-Time
SHP-00214,2023-01-02,2023-01-06,2023-01-04,Seattle,Cleveland,1419,CAR-004,Truck,694.85,0.73,Standard,CUST-9078,1376.4,Delayed
SHP-00215,2024-01-23,2024-01-24,2024-01-24,Detroit,Miami,389,CAR-003,Truck,225.43,0.675,Standard,CUST-4695,481.59,On-Time
SHP-00216,2023-06-16,2023-06-18,2023-06-17,Nashville,New York,808,CAR-004,Semi-Truck,718.78,1.743,Standard,CUST-2715,803.07,Delayed
SHP-00217,2023-03-17,2023-03-20,2023-03-19,Los Angeles,Seattle,1120,CAR-001,Semi-Truck,206.09,0.427,Standard,CUST-9962,1079.7,Delayed
SHP-00218,2023-04-06,2023-04-07,2023-04-07,Detroit,Miami,389,CAR-006,Cargo Plane,159.39,0.292,Standard,CUST-8066,285.29,On-Time
SHP-00219,2024-10-31,2024-11-01,2024-11-01,Philadelphia,Atlanta,360,CAR-001,Semi-Truck,477.87,1.209,Standard,CUST-2659,422.68,On-Time
SHP-00220,2023-12-06,2023-12-08,2023-12-08,Atlanta,Boston,1457,CAR-005,Van,243.18,0.617,Standard,CUST-9849,1652.06,On-Time
SHP-00221,2023-09-29,2023-09-30,2023-09-30,Milwaukee,Baltimore,692,CAR-001,Van,1592.51,3.224,Express,CUST-7437,1899.45,On-Time
SHP-00222,2024-08-08,2024-08-12,2024-08-11,Baltimore,Washington DC,1704,CAR-007,Truck,45.53,0.11,Standard,CUST-5825,1529.9,Delayed
SHP-00223,2024-11-08,2024-11-10,2024-11-09,Milwaukee,Miami,991,CAR-002,Truck,199.78,0.501,Express,CUST-5781,1120.02,Delayed
SHP-00224,2023-03-25,2023-03-28,2023-03-28,Phoenix,Nashville,1864,CAR-003,Van,200.6,0.254,Standard,CUST-8715,2035.46,On-Time
SHP-00225,2024-05-15,2024-05-18,2024-05-17,Houston,Philadelphia,1684,CAR-002,Van,148.04,0.234,Express,CUST-7078,1611.59,Delayed
SHP-00226,2024-01-26,2024-01-30,2024-01-30,Boston,Atlanta,2399,CAR-006,Truck,180.39,0.429,Standard,CUST-4706,2170.89,On-Time
SHP-00227,2023-10-03,2023-10-09,2023-10-07,San Francisco,Los Angeles,2397,CAR-006,Van,102.11,0.302,Standard,CUST-9871,1901.17,Delayed
SHP-00228,2024-02-28,2024-02-29,2024-02-29,Detroit,Milwaukee,674,CAR-004,Truck,320.19,0.393,Overnight,CUST-7858,1154.29,On-Time
SHP-00229,2024-07-02,2024-07-04,2024-07-04,San Francisco,Seattle,1915,CAR-003,Semi-Truck,243.09,0.287,Express,CUST-4860,2950.58,On-Time
SHP-00230,2024-05-02,2024-05-04,2024-05-03,Seattle,Minneapolis,204,CAR-007,Truck,464.61,0.908,Standard,CUST-2970,274.31,Delayed
SHP-00231,2024-04-04,2024-04-05,2024-04-05,Phoenix,Los Angeles,759,CAR-006,Cargo Plane,144.96,0.175,Standard,CUST-3067,640.17,On-Time
SHP-00232,2023-02-13,2023-02-16,2023-02-16,Atlanta,Detroit,1506,CAR-004,Cargo Plane,228.86,0.569,Standard,CUST-3422,1044.97,On-Time
SHP-00233,2024-09-01,2024-09-04,2024-09-04,Minneapolis,New York,1785,CAR-001,Semi-Truck,1092.38,1.405,Standard,CUST-2097,2959.78,On-Time
SHP-00234,2023-03-31,2023-04-02,2023-04-02,Baltimore,Philadelphia,1159,CAR-001,Truck,468.18,0.474,Standard,CUST-5525,1224.74,On-Time
SHP-00235,2024-06-16,2024-06-19,2024-06-19,New York,Denver,1527,CAR-008,Semi-Truck,444.11,0.596,Standard,CUST-9561,2459.24,On-Time
SHP-00236,2024-03-05,2024-03-06,2024-03-06,New York,Houston,840,CAR-001,Van,642.99,1.295,Standard,CUST-2641,1063.19,On-Time
SHP-00237,2023-04-19,2023-04-23,2023-04-23,Nashville,Seattle,2186,CAR-001,Van,190.34,0.244,Standard,CUST-9775,2070.0,On-Time
SHP-00238,2023-12-19,2023-12-20,2023-12-20,Washington DC,Baltimore,390,CAR-007,Van,498.45,0.819,Express,CUST-8750,648.45,On-Time
SHP-00239,2023-02-08,2023-02-11,2023-02-11,Minneapolis,Cleveland,1590,CAR-007,Truck,775.44,1.537,Standard,CUST-7581,2534.24,On-Time
SHP-00240,2023-02-09,2023-02-12,2023-02-12,Cleveland,Houston,1898,CAR-005,Semi-Truck,308.0,0.491,Standard,CUST-1807,2297.4,On-Time
SHP-00241,2024-05-01,2024-05-04,2024-05-02,Miami,Chicago,763,CAR-002,Semi-Truck,609.24,0.925,Overnight,CUST-2609,1540.82,Delayed
SHP-00242,2023-08-22,2023-08-26,2023-08-26,Denver,Milwaukee,2494,CAR-002,Cargo Plane,308.09,0.613,Standard,CUST-5414,2089.15,On-Time
SHP-00243,2024-03-02,2024-03-04,2024-03-04,Cleveland,San Francisco,1951,CAR-005,Van,145.52,0.379,Express,CUST-7671,2678.85,On-Time
SHP-00244,2024-05-11,2024-05-13,2024-05-13,Dallas,Atlanta,1797,CAR-007,Semi-Truck,268.75,0.27,Express,CUST-3604,2928.25,On-Time
SHP-00245,2023-03-09,2023-03-17,2023-03-13,Houston,Denver,2478,CAR-004,Truck,246.49,0.583,Standard,CUST-1474,1773.38,Delayed
SHP-00246,2023-06-27,2023-06-30,2023-06-28,San Francisco,Phoenix,881,CAR-006,Semi-Truck,234.99,0.521,Standard,CUST-1828,702.44,Delayed
SHP-00247,2024-01-05,2024-01-06,2024-01-06,Miami,Houston,201,CAR-002,Van,670.35,1.428,Express,CUST-3029,281.39,On-Time
SHP-00248,2024-11-28,2024-12-02,2024-12-02,Nashville,Miami,2391,CAR-002,Truck,743.29,1.079,Standard,CUST-8775,2656.28,On-Time
SHP-00249,2024-08-23,2024-08-24,2024-08-24,Milwaukee,Houston,537,CAR-007,Truck,542.35,1.549,Standard,CUST-2480,691.69,On-Time
SHP-00250,2023-10-19,2023-10-21,2023-10-21,Baltimore,Milwaukee,1245,CAR-004,Van,338.02,0.964,Standard,CUST-4511,994.4,On-Time
SHP-00251,2023-08-15,2023-08-18,2023-08-18,Washington DC,Denver,2265,CAR-007,Truck,660.92,1.683,Express,CUST-1328,4884.21,On-Time
SHP-00252,2024-11-29,2024-11-30,2024-11-30,Atlanta,Philadelphia,883,CAR-006,Semi-Truck,487.8,0.919,Standard,CUST-1138,954.62,On-Time
SHP-00253,2023-08-18,2023-08-21,2023-08-21,Houston,Philadelphia,1684,CAR-004,Semi-Truck,173.49,0.241,Standard,CUST-5511,1239.05,On-Time
SHP-00254,2024-03-09,2024-03-10,2024-03-10,Seattle,Minneapolis,204,CAR-004,Semi-Truck,576.91,0.654,Express,CUST-5950,277.11,On-Time
SHP-00255,2024-11-24,2024-11-27,2024-11-25,Nashville,Washington DC,859,CAR-006,Truck,744.03,1.681,Standard,CUST-5631,1120.58,Delayed
SHP-00256,2023-11-02,2023-11-04,2023-11-03,Nashville,New York,808,CAR-001,Truck,162.79,0.238,Express,CUST-5529,1013.68,Delayed
SHP-00257,2024-10-17,2024-10-19,2024-10-19,Denver,Washington DC,1427,CAR-001,Van,568.94,1.421,Standard,CUST-5895,1764.3,On-Time
SHP-00258,2023-07-12,2023-07-13,2023-07-13,Houston,San Francisco,295,CAR-007,Semi-Truck,150.27,0.322,Standard,CUST-7620,277.76,On-Time
SHP-00259,2024-11-07,2024-11-13,2024-11-11,Detroit,Phoenix,2261,CAR-004,Van,384.16,1.004,Standard,CUST-5250,2045.33,Delayed
SHP-00260,2024-03-04,2024-03-07,2024-03-07,Dallas,Los Angeles,1729,CAR-005,Semi-Truck,177.28,0.191,Standard,CUST-4111,1901.86,On-Time
SHP-00261,2023-12-18,2023-12-19,2023-12-19,Los Angeles,Phoenix,724,CAR-003,Van,389.71,1.157,Express,CUST-8794,1401.71,On-Time
SHP-00262,2024-11-18,2024-11-19,2024-11-19,San Francisco,Phoenix,881,CAR-006,Truck,204.9,0.247,Standard,CUST-3967,682.89,On-Time
SHP-00263,2023-10-28,2023-10-30,2023-10-30,Baltimore,San Francisco,1015,CAR-003,Van,117.76,0.29,Standard,CUST-3999,1081.24,On-Time
SHP-00264,2024-11-27,2024-11-29,2024-11-28,Phoenix,Baltimore,1319,CAR-004,Truck,587.45,1.334,Express,CUST-6031,1914.28,Delayed
SHP-00265,2024-03-06,2024-03-07,2024-03-07,Cleveland,Los Angeles,702,CAR-003,Truck,141.84,0.176,Express,CUST-5817,1164.98,On-Time
SHP-00266,2024-04-19,2024-04-21,2024-04-21,Atlanta,Chicago,1600,CAR-001,Truck,356.98,0.745,Express,CUST-2166,2408.21,On-Time
SHP-00267,2024-04-28,2024-04-30,2024-04-30,Philadelphia,New York,1500,CAR-006,Truck,222.49,0.452,Express,CUST-5888,1922.76,On-Time
SHP-00268,2024-02-28,2024-03-01,2024-02-29,Phoenix,Milwaukee,940,CAR-004,Semi-Truck,488.35,0.535,Standard,CUST-8496,778.37,Delayed
SHP-00269,2023-05-27,2023-05-29,2023-05-29,Baltimore,Milwaukee,1245,CAR-005,Semi-Truck,516.84,0.717,Standard,CUST-8988,1639.16,On-Time
SHP-00270,2023-12-07,2023-12-09,2023-12-09,Los Angeles,Detroit,1958,CAR-003,Van,305.59,0.427,Express,CUST-1077,3600.99,On-Time
SHP-00271,2024-04-07,2024-04-12,2024-04-11,San Francisco,Houston,2106,CAR-008,Semi-Truck,95.16,0.225,Standard,CUST-9021,2601.32,Delayed
SHP-00272,2023-04-01,2023-04-03,2023-04-03,Seattle,Chicago,1277,CAR-007,Truck,494.94,0.748,Standard,CUST-8821,1597.27,On-Time
SHP-00273,2024-01-28,2024-01-30,2024-01-30,Chicago,Phoenix,1384,CAR-001,Truck,210.63,0.438,Standard,CUST-1230,1189.56,On-Time
SHP-00274,2023-11-26,2023-11-28,2023-11-27,Washington DC,Seattle,1384,CAR-006,Truck,66.17,0.078,Express,CUST-5076,1462.52,Delayed
SHP-00275,2023-08-20,2023-08-24,2023-08-22,New York,Denver,1527,CAR-007,Truck,552.03,1.404,Express,CUST-6015,2589.63,Delayed
SHP-00276,2023-06-21,2023-06-22,2023-06-22,Baltimore,Los Angeles,652,CAR-006,Van,250.3,0.524,Standard,CUST-9524,536.1,On-Time
SHP-00277,2024-09-02,2024-09-03,2024-09-03,Denver,Cleveland,353,CAR-008,Truck,751.39,2.078,Standard,CUST-3192,772.94,On-Time
SHP-00278,2023-12-17,2023-12-18,2023-12-18,Denver,Baltimore,652,CAR-007,Truck,128.95,0.331,Overnight,CUST-7609,1325.76,On-Time
SHP-00279,2023-01-20,2023-01-24,2023-01-22,Detroit,Dallas,1175,CAR-007,Semi-Truck,528.52,1.282,Standard,CUST-3768,1459.11,Delayed
SHP-00280,2023-05-07,2023-05-11,2023-05-09,Baltimore,Denver,1415,CAR-002,Truck,160.36,0.428,Standard,CUST-1796,1149.23,Delayed
SHP-00281,2024-08-31,2024-09-02,2024-09-01,Cleveland,Seattle,1004,CAR-006,Truck,294.47,0.485,Overnight,CUST-7230,1867.89,Delayed
SHP-00282,2023-05-07,2023-05-11,2023-05-08,Dallas,Miami,995,CAR-004,Truck,275.47,0.747,Standard,CUST-1152,695.85,Delayed
SHP-00283,2023-11-05,2023-11-07,2023-11-07,Baltimore,Philadelphia,1159,CAR-004,Van,299.7,0.427,Standard,CUST-3247,986.65,On-Time
SHP-00284,2024-03-04,2024-03-06,2024-03-05,San Francisco,Baltimore,774,CAR-007,Van,315.62,0.623,Express,CUST-2741,1247.91,Delayed
SHP-00285,2024-05-24,2024-05-28,2024-05-28,Baltimore,Nashville,2274,CAR-002,Van,481.33,0.575,Standard,CUST-4304,2218.02,On-Time
SHP-00286,2024-01-02,2024-01-06,2024-01-04,Los Angeles,Philadelphia,1905,CAR-001,Van,726.5,1.758,Express,CUST-4402,3613.44,Delayed
SHP-00287,2024-12-05,2024-12-07,2024-12-06,Dallas,Washington DC,1863,CAR-002,Truck,394.26,0.743,Overnight,CUST-9095,3615.2,Delayed
SHP-00288,2023-06-02,2023-06-03,2023-06-03,Atlanta,Seattle,1336,CAR-008,Semi-Truck,803.03,1.663,Overnight,CUST-5192,5458.89,On-Time
SHP-00289,2024-10-21,2024-10-22,2024-10-22,Boston,San Francisco,303,CAR-007,Cargo Plane,345.4,0.441,Standard,CUST-2635,369.35,On-Time
SHP-00290,2023-06-28,2023-06-29,2023-06-29,New York,Seattle,1080,CAR-002,Semi-Truck,271.19,0.784,Express,CUST-7979,1222.73,On-Time
SHP-00291,2023-04-29,2023-05-02,2023-05-01,Miami,Baltimore,1353,CAR-002,Semi-Truck,280.34,0.673,Standard,CUST-3793,1110.89,Delayed
SHP-00292,2023-12-03,2023-12-05,2023-12-05,San Francisco,Dallas,1366,CAR-001,Truck,202.77,0.508,Standard,CUST-2522,1183.42,On-Time
SHP-00293,2024-01-17,2024-01-18,2024-01-18,San Francisco,Miami,1033,CAR-002,Van,344.01,0.345,Express,CUST-5453,1221.52,On-Time
SHP-00294,2024-01-30,2024-02-01,2024-02-01,Nashville,Baltimore,1994,CAR-008,Truck,374.5,0.581,Express,CUST-3732,4440.77,On-Time
SHP-00295,2023-04-26,2023-04-27,2023-04-27,San Francisco,Phoenix,881,CAR-005,Semi-Truck,429.67,0.984,Standard,CUST-3611,1226.42,On-Time
SHP-00296,2023-04-17,2023-04-19,2023-04-19,Washington DC,Detroit,1443,CAR-007,Truck,116.13,0.133,Standard,CUST-3969,1349.71,On-Time
SHP-00297,2024-09-17,2024-09-25,2024-09-21,Milwaukee,Denver,2227,CAR-004,Truck,9.32,0.022,Standard,CUST-3140,1284.13,Delayed
SHP-00298,2024-05-09,2024-05-12,2024-05-10,Washington DC,Chicago,216,CAR-002,Van,243.06,0.521,Overnight,CUST-1202,324.48,Delayed
SHP-00299,2024-12-22,2024-12-23,2024-12-23,Nashville,Dallas,397,CAR-005,Truck,204.18,0.501,Express,CUST-4669,614.43,On-Time
SHP-00300,2024-11-16,2024-11-17,2024-11-17,Detroit,Milwaukee,674,CAR-003,Truck,584.3,0.898,Express,CUST-2560,1295.97,On-Time
SHP-00301,2024-03-19,2024-03-20,2024-03-20,Denver,Philadelphia,1157,CAR-004,Van,359.92,0.806,Express,CUST-7305,1417.09,On-Time
SHP-00302,2023-06-02,2023-06-06,2023-06-04,Los Angeles,Detroit,1958,CAR-006,Truck,241.06,0.325,Express,CUST-9283,2323.2,Delayed
SHP-00303,2024-04-25,2024-04-28,2024-04-26,Milwaukee,Dallas,1078,CAR-008,Semi-Truck,291.7,0.35,Express,CUST-6253,2503.27,Delayed
SHP-00304,2023-09-04,2023-09-07,2023-09-07,Los Angeles,Milwaukee,1546,CAR-001,Van,142.95,0.273,Standard,CUST-7203,1450.6,On-Time
SHP-00305,2024-02-17,2024-02-18,2024-02-18,Phoenix,Denver,1412,CAR-003,Van,483.4,0.679,Express,CUST-8341,2795.86,On-Time
SHP-00306,2023-04-01,2023-04-04,2023-04-02,Chicago,Seattle,1155,CAR-002,Truck,919.87,1.836,Express,CUST-1291,1961.39,Delayed
SHP-00307,2023-04-16,2023-04-19,2023-04-19,Dallas,Baltimore,1554,CAR-006,Van,246.84,0.5,Standard,CUST-5990,1415.12,On-Time
SHP-00308,2024-06-04,2024-06-05,2024-06-05,New York,Houston,840,CAR-003,Truck,355.96,0.395,Standard,CUST-6584,1181.78,On-Time
SHP-00309,2024-01-08,2024-01-11,2024-01-11,San Francisco,New York,2182,CAR-003,Semi-Truck,408.27,0.456,Express,CUST-6439,4379.26,On-Time
SHP-00310,2024-07-27,2024-07-29,2024-07-29,Los Angeles,Milwaukee,1546,CAR-008,Truck,927.24,1.115,Express,CUST-6952,5104.09,On-Time
SHP-00311,2024-04-08,2024-04-10,2024-04-10,Cleveland,Detroit,1362,CAR-002,Semi-Truck,533.33,1.196,Standard,CUST-5783,1456.45,On-Time
SHP-00312,2024-07-14,2024-07-19,2024-07-18,Atlanta,Phoenix,2053,CAR-001,Semi-Truck,717.2,1.959,Standard,CUST-9067,2637.41,Delayed
SHP-00313,2023-05-24,2023-05-25,2023-05-25,Baltimore,New York,425,CAR-007,Semi-Truck,774.02,0.968,Express,CUST-4209,819.86,On-Time
SHP-00314,2023-07-12,2023-07-14,2023-07-14,Houston,New York,1238,CAR-007,Semi-Truck,242.7,0.586,Standard,CUST-4122,1238.04,On-Time
SHP-00315,2023-12-13,2023-12-16,2023-12-16,Denver,Detroit,1670,CAR-002,Truck,194.57,0.518,Standard,CUST-3018,1421.02,On-Time
SHP-00316,2024-04-06,2024-04-07,2024-04-07,Los Angeles,Phoenix,724,CAR-004,Truck,606.42,0.8,Standard,CUST-1071,651.46,On-Time
SHP-00317,2024-06-27,2024-06-29,2024-06-29,Dallas,Denver,1608,CAR-006,Truck,383.12,0.839,Express,CUST-9328,1975.24,On-Time
SHP-00318,2023-07-01,2023-07-02,2023-07-02,Chicago,Nashville,530,CAR-001,Van,247.99,0.651,Express,CUST-2696,653.13,On-Time
SHP-00319,2024-02-01,2024-02-03,2024-02-03,Los Angeles,Denver,1729,CAR-003,Truck,745.38,1.319,Express,CUST-7302,4013.23,On-Time
SHP-00320,2024-03-04,2024-03-05,2024-03-05,Boston,San Francisco,303,CAR-007,Semi-Truck,252.37,0.672,Overnight,CUST-5819,664.39,On-Time
SHP-00321,2024-04-08,2024-04-10,2024-04-10,Cleveland,San Francisco,1951,CAR-008,Van,770.55,1.786,Express,CUST-9393,6296.09,On-Time
SHP-00322,2023-11-03,2023-11-04,2023-11-04,Baltimore,New York,425,CAR-001,Truck,252.23,0.337,Express,CUST-4560,558.28,On-Time
SHP-00323,2023-07-25,2023-07-26,2023-07-26,Detroit,Milwaukee,674,CAR-001,Semi-Truck,164.81,0.296,Standard,CUST-3173,581.66,On-Time
SHP-00324,2024-12-28,2024-12-31,2024-12-31,Cleveland,Phoenix,2346,CAR-003,Cargo Plane,448.26,0.849,Express,CUST-6281,4108.21,On-Time
SHP-00325,2024-12-28,2025-01-01,2025-01-01,Atlanta,Phoenix,2053,CAR-007,Truck,1038.25,1.956,Standard,CUST-7839,3684.99,On-Time
SHP-00326,2024-11-21,2024-11-22,2024-11-22,Baltimore,Detroit,1154,CAR-008,Semi-Truck,275.33,0.458,Express,CUST-7920,2625.63,On-Time
SHP-00327,2023-01-14,2023-01-17,2023-01-16,Philadelphia,Houston,1156,CAR-001,Van,25.56,0.052,Standard,CUST-4275,893.65,Delayed
SHP-00328,2023-10-01,2023-10-02,2023-10-02,Washington DC,Miami,380,CAR-008,Van,128.09,0.142,Express,CUST-5105,787.03,On-Time
SHP-00329,2023-05-30,2023-06-02,2023-06-02,Cleveland,Nashville,2478,CAR-008,Truck,201.42,0.536,Express,CUST-9866,5308.24,On-Time
SHP-00330,2023-02-03,2023-02-06,2023-02-06,Houston,Chicago,1770,CAR-002,Truck,407.0,0.923,Standard,CUST-4675,1574.37,On-Time
SHP-00331,2024-10-24,2024-10-25,2024-10-25,Boston,Philadelphia,786,CAR-003,Van,171.8,0.476,Standard,CUST-5712,925.78,On-Time
SHP-00332,2024-12-10,2024-12-11,2024-12-11,Baltimore,Chicago,659,CAR-004,Semi-Truck,42.36,0.1,Express,CUST-6122,552.86,On-Time
SHP-00333,2024-07-19,2024-07-22,2024-07-20,Nashville,New York,808,CAR-001,Semi-Truck,43.42,0.086,Standard,CUST-4695,653.28,Delayed
SHP-00334,2024-10-10,2024-10-11,2024-10-11,Baltimore,Chicago,659,CAR-008,Truck,126.62,0.341,Express,CUST-9955,1241.48,On-Time
SHP-00335,2024-09-09,2024-09-13,2024-09-13,New York,Washington DC,2391,CAR-003,Semi-Truck,157.56,0.385,Standard,CUST-8353,2375.67,On-Time
SHP-00336,2023-07-01,2023-07-02,2023-07-02,Nashville,New York,808,CAR-001,Van,352.02,0.49,Overnight,CUST-2955,1635.57,On-Time
SHP-00337,2024-01-22,2024-01-28,2024-01-25,New York,Cleveland,1863,CAR-002,Van,337.49,0.608,Standard,CUST-1092,1551.62,Delayed
SHP-00338,2023-12-05,2023-12-10,2023-12-08,Dallas,Atlanta,1797,CAR-007,Semi-Truck,182.43,0.392,Standard,CUST-5934,1869.61,Delayed
SHP-00339,2024-05-17,2024-05-21,2024-05-19,Miami,San Francisco,1895,CAR-003,Truck,468.27,1.245,Express,CUST-9608,3538.02,Delayed
SHP-00340,2023-08-14,2023-08-15,2023-08-15,Cleveland,Miami,1996,CAR-002,Truck,110.95,0.309,Overnight,CUST-7609,2869.75,On-Time
